accession	description	study_accession
GCA_902589255	AG-914-A17 assembly for uncultured prokaryote	PRJEB33281
GCA_902589265	AG-439-G03 assembly for uncultured Verrucomicrobiota bacterium	PRJEB33281
GCA_902589275	AG-439-F23 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902589285	AG-914-B21 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902589295	AG-439-E02 assembly for Actinomycetota bacterium	PRJEB33281
GCA_902589305	AG-913-O23 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902589315	AG-914-C06 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902589325	AG-914-C03 assembly for uncultured prokaryote	PRJEB33281
GCA_902589335	AG-914-C02 assembly for uncultured prokaryote	PRJEB33281
GCA_902589345	AG-439-G19 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902589355	AG-914-C14 assembly for uncultured SAR116 cluster alpha proteobacterium	PRJEB33281
GCA_902589365	AG-914-C13 assembly for uncultured prokaryote	PRJEB33281
GCA_902589375	AG-439-G15 assembly for uncultured prokaryote	PRJEB33281
GCA_902589385	AG-914-C09 assembly for uncultured PS1 clade bacterium	PRJEB33281
GCA_902589395	AG-439-G13 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902589405	AG-439-G17 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902589415	AG-439-G20 assembly for Rhodospirillaceae bacterium	PRJEB33281
GCA_902589425	AG-914-C11 assembly for uncultured prokaryote	PRJEB33281
GCA_902589435	AG-913-P14 assembly for uncultured SAR86 cluster bacterium	PRJEB33281
GCA_902589445	AG-439-G21 assembly for uncultured prokaryote	PRJEB33281
GCA_902589455	AG-439-D05 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902589465	AG-914-C17 assembly for uncultured SAR86 cluster bacterium	PRJEB33281
GCA_902589475	AG-914-C16 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902589485	AG-439-E20 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902589495	AG-914-C19 assembly for uncultured prokaryote	PRJEB33281
GCA_902589505	AG-439-H11 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902589515	AG-914-C20 assembly for uncultured SAR86 cluster bacterium	PRJEB33281
GCA_902589525	AG-439-I07 assembly for Rhodospirillaceae bacterium	PRJEB33281
GCA_902589535	AG-439-I08 assembly for uncultured prokaryote	PRJEB33281
GCA_902589545	AG-439-G22 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902589555	AG-914-C21 assembly for uncultured prokaryote	PRJEB33281
GCA_902589565	AG-914-C18 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902589575	AG-439-I03 assembly for uncultured Prochlorococcus sp.	PRJEB33281
GCA_902589585	AG-439-I06 assembly for uncultured SAR86 cluster bacterium	PRJEB33281
GCA_902589595	AG-914-C23 assembly for uncultured prokaryote	PRJEB33281
GCA_902589605	AG-914-A10 assembly for uncultured prokaryote	PRJEB33281
GCA_902589615	AG-439-F05 assembly for uncultured prokaryote	PRJEB33281
GCA_902589625	AG-914-B11 assembly for uncultured prokaryote	PRJEB33281
GCA_902589635	AG-914-D04 assembly for uncultured prokaryote	PRJEB33281
GCA_902589645	AG-914-D05 assembly for uncultured prokaryote	PRJEB33281
GCA_902589655	AG-439-F13 assembly for uncultured prokaryote	PRJEB33281
GCA_902589665	AG-914-B15 assembly for uncultured prokaryote	PRJEB33281
GCA_902589675	AG-439-I10 assembly for uncultured prokaryote	PRJEB33281
GCA_902589685	AG-439-F10 assembly for uncultured prokaryote	PRJEB33281
GCA_902589695	AG-914-B19 assembly for uncultured prokaryote	PRJEB33281
GCA_902589705	AG-914-D06 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902589715	AG-914-B18 assembly for uncultured prokaryote	PRJEB33281
GCA_902589725	AG-914-B14 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902589735	AG-439-I13 assembly for uncultured prokaryote	PRJEB33281
GCA_902589745	AG-914-A04 assembly for uncultured prokaryote	PRJEB33281
GCA_902589755	AG-439-F02 assembly for uncultured prokaryote	PRJEB33281
GCA_902589765	AG-439-I14 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902589775	AG-914-D07 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902589785	AG-439-E10 assembly for uncultured prokaryote	PRJEB33281
GCA_902589795	AG-439-E07 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902589805	AG-439-F18 assembly for Planctomycetota bacterium	PRJEB33281
GCA_902589815	AG-439-E23 assembly for uncultured prokaryote	PRJEB33281
GCA_902589825	AG-439-D21 assembly for uncultured Verrucomicrobiota bacterium	PRJEB33281
GCA_902589835	AG-439-G02 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902589845	AG-439-G07 assembly for uncultured prokaryote	PRJEB33281
GCA_902589855	AG-439-K10 assembly for uncultured prokaryote	PRJEB33281
GCA_902589865	AG-914-F18 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902589875	AG-439-K14 assembly for uncultured Bacteroidota bacterium	PRJEB33281
GCA_902589885	AG-914-F23 assembly for uncultured prokaryote	PRJEB33281
GCA_902589895	AG-914-F09 assembly for uncultured prokaryote	PRJEB33281
GCA_902589905	AG-914-F07 assembly for uncultured prokaryote	PRJEB33281
GCA_902589915	AG-914-F20 assembly for uncultured Synechococcus sp.	PRJEB33281
GCA_902589925	AG-439-K17 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902589935	AG-439-K15 assembly for uncultured prokaryote	PRJEB33281
GCA_902589945	AG-439-K09 assembly for uncultured Candidatus Actinomarina sp.	PRJEB33281
GCA_902589955	AG-439-K22 assembly for uncultured prokaryote	PRJEB33281
GCA_902589965	AG-914-F13 assembly for uncultured SAR86 cluster bacterium	PRJEB33281
GCA_902589975	AG-439-K08 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902589985	AG-914-B23 assembly for uncultured prokaryote	PRJEB33281
GCA_902589995	AG-439-K16 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590005	AG-914-F17 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590015	AG-439-L21 assembly for uncultured Prochlorococcus sp.	PRJEB33281
GCA_902590025	AG-439-L13 assembly for uncultured prokaryote	PRJEB33281
GCA_902590035	AG-439-L19 assembly for uncultured prokaryote	PRJEB33281
GCA_902590045	AG-914-C05 assembly for uncultured prokaryote	PRJEB33281
GCA_902590055	AG-914-C08 assembly for uncultured prokaryote	PRJEB33281
GCA_902590065	AG-914-C07 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902590075	AG-439-J02 assembly for uncultured prokaryote	PRJEB33281
GCA_902590085	AG-439-J04 assembly for uncultured Candidatus Actinomarina sp.	PRJEB33281
GCA_902590095	AG-914-D20 assembly for uncultured prokaryote	PRJEB33281
GCA_902590105	AG-914-D19 assembly for uncultured prokaryote	PRJEB33281
GCA_902590115	AG-914-D21 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590125	AG-439-J05 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590135	AG-439-I09 assembly for uncultured prokaryote	PRJEB33281
GCA_902590145	AG-914-E03 assembly for uncultured prokaryote	PRJEB33281
GCA_902590155	AG-914-D03 assembly for uncultured prokaryote	PRJEB33281
GCA_902590165	AG-439-J06 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590175	AG-439-J03 assembly for uncultured Bacteroidota bacterium	PRJEB33281
GCA_902590185	AG-439-J08 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590195	AG-439-J16 assembly for uncultured prokaryote	PRJEB33281
GCA_902590205	AG-439-J14 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902590215	AG-914-E04 assembly for uncultured prokaryote	PRJEB33281
GCA_902590225	AG-439-J13 assembly for uncultured prokaryote	PRJEB33281
GCA_902590235	AG-439-J10 assembly for uncultured prokaryote	PRJEB33281
GCA_902590245	AG-914-E17 assembly for uncultured SAR116 cluster alpha proteobacterium	PRJEB33281
GCA_902590255	AG-439-J07 assembly for uncultured prokaryote	PRJEB33281
GCA_902590265	AG-439-J12 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590275	AG-914-E06 assembly for uncultured prokaryote	PRJEB33281
GCA_902590285	AG-914-E07 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590295	AG-914-E11 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590305	AG-914-E14 assembly for uncultured prokaryote	PRJEB33281
GCA_902590315	AG-439-J23 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590325	AG-439-K02 assembly for uncultured prokaryote	PRJEB33281
GCA_902590335	AG-914-F03 assembly for uncultured prokaryote	PRJEB33281
GCA_902590345	AG-914-D08 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590355	AG-914-D09 assembly for uncultured Prochlorococcus sp.	PRJEB33281
GCA_902590365	AG-439-I17 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590375	AG-439-L05 assembly for uncultured prokaryote	PRJEB33281
GCA_902590385	AG-914-G04 assembly for uncultured prokaryote	PRJEB33281
GCA_902590395	AG-439-L02 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590405	AG-914-D18 assembly for uncultured prokaryote	PRJEB33281
GCA_902590415	AG-914-G03 assembly for uncultured prokaryote	PRJEB33281
GCA_902590425	AG-914-G23 assembly for uncultured prokaryote	PRJEB33281
GCA_902590435	AG-439-L22 assembly for uncultured SAR324 cluster bacterium	PRJEB33281
GCA_902590445	AG-914-I06 assembly for uncultured prokaryote	PRJEB33281
GCA_902590455	AG-439-L17 assembly for uncultured prokaryote	PRJEB33281
GCA_902590465	AG-914-I04 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590475	AG-439-M19 assembly for uncultured prokaryote	PRJEB33281
GCA_902590485	AG-439-M17 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590495	AG-914-I22 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902590505	AG-914-J05 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590515	AG-439-M20 assembly for uncultured prokaryote	PRJEB33281
GCA_902590525	AG-439-M22 assembly for uncultured prokaryote	PRJEB33281
GCA_902590535	AG-439-K07 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590545	AG-914-I03 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590555	AG-439-N04 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590565	AG-439-M15 assembly for uncultured prokaryote	PRJEB33281
GCA_902590575	AG-914-J08 assembly for uncultured prokaryote	PRJEB33281
GCA_902590585	AG-914-J09 assembly for uncultured prokaryote	PRJEB33281
GCA_902590595	AG-914-J03 assembly for uncultured prokaryote	PRJEB33281
GCA_902590605	AG-914-I21 assembly for uncultured prokaryote	PRJEB33281
GCA_902590615	AG-439-M16 assembly for uncultured OM182 clade bacterium	PRJEB33281
GCA_902590625	AG-439-M21 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590635	AG-439-K06 assembly for uncultured prokaryote	PRJEB33281
GCA_902590645	AG-914-F06 assembly for uncultured prokaryote	PRJEB33281
GCA_902590655	AG-439-M12 assembly for uncultured marine group I thaumarchaeote	PRJEB33281
GCA_902590665	AG-439-N02 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902590675	AG-439-J22 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590685	AG-439-K03 assembly for uncultured Verrucomicrobiota bacterium	PRJEB33281
GCA_902590695	AG-914-F14 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902590705	AG-914-G02 assembly for uncultured Bacteroidota bacterium	PRJEB33281
GCA_902590715	AG-914-F19 assembly for uncultured OCS116 cluster bacterium	PRJEB33281
GCA_902590725	AG-439-K12 assembly for uncultured prokaryote	PRJEB33281
GCA_902590735	AG-914-J14 assembly for uncultured prokaryote	PRJEB33281
GCA_902590745	AG-914-F16 assembly for uncultured prokaryote	PRJEB33281
GCA_902590755	AG-439-K19 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590765	AG-439-L03 assembly for uncultured prokaryote	PRJEB33281
GCA_902590775	AG-439-M18 assembly for uncultured Prochlorococcus sp.	PRJEB33281
GCA_902590785	AG-439-L07 assembly for uncultured Candidatus Actinomarina sp.	PRJEB33281
GCA_902590795	AG-439-L08 assembly for uncultured prokaryote	PRJEB33281
GCA_902590805	AG-439-L23 assembly for uncultured Prochlorococcus sp.	PRJEB33281
GCA_902590815	AG-914-G14 assembly for uncultured prokaryote	PRJEB33281
GCA_902590825	AG-439-M06 assembly for uncultured Gammaproteobacteria bacterium	PRJEB33281
GCA_902590835	AG-914-I05 assembly for uncultured prokaryote	PRJEB33281
GCA_902590845	AG-439-L10 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590855	AG-914-G21 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902590865	AG-914-G15 assembly for uncultured prokaryote	PRJEB33281
GCA_902590875	AG-439-N06 assembly for uncultured Candidatus Actinomarina sp.	PRJEB33281
GCA_902590885	AG-439-M04 assembly for uncultured prokaryote	PRJEB33281
GCA_902590895	AG-914-I17 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902590905	AG-439-N05 assembly for uncultured prokaryote	PRJEB33281
GCA_902590915	AG-914-G22 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590925	AG-439-N07 assembly for uncultured prokaryote	PRJEB33281
GCA_902590935	AG-914-J02 assembly for uncultured prokaryote	PRJEB33281
GCA_902590945	AG-914-J22 assembly for uncultured prokaryote	PRJEB33281
GCA_902590955	AG-439-N08 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590965	AG-914-I11 assembly for uncultured prokaryote	PRJEB33281
GCA_902590975	AG-439-N17 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902590985	AG-439-N20 assembly for uncultured prokaryote	PRJEB33281
GCA_902590995	AG-914-L02 assembly for uncultured prokaryote	PRJEB33281
GCA_902591005	AG-439-O09 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902591015	AG-914-L07 assembly for uncultured prokaryote	PRJEB33281
GCA_902591025	AG-914-L04 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902591035	AG-914-K19 assembly for uncultured prokaryote	PRJEB33281
GCA_902591045	AG-439-O05 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902591055	AG-439-O10 assembly for uncultured prokaryote	PRJEB33281
GCA_902591065	AG-439-O06 assembly for uncultured marine group I thaumarchaeote	PRJEB33281
GCA_902591075	AG-914-L06 assembly for uncultured prokaryote	PRJEB33281
GCA_902591085	AG-439-O07 assembly for uncultured Bacteroidota bacterium	PRJEB33281
GCA_902591095	AG-439-O17 assembly for uncultured prokaryote	PRJEB33281
GCA_902591105	AG-914-L14 assembly for uncultured prokaryote	PRJEB33281
GCA_902591115	AG-439-O14 assembly for uncultured Bacteroidota bacterium	PRJEB33281
GCA_902591125	AG-914-L10 assembly for uncultured prokaryote	PRJEB33281
GCA_902591135	AG-914-L15 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902591145	AG-439-O19 assembly for uncultured SAR86 cluster bacterium	PRJEB33281
GCA_902591155	AG-914-L11 assembly for uncultured SAR116 cluster alpha proteobacterium	PRJEB33281
GCA_902591165	AG-914-K16 assembly for uncultured prokaryote	PRJEB33281
GCA_902591175	AG-439-O13 assembly for uncultured prokaryote	PRJEB33281
GCA_902591185	AG-439-O04 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902591195	AG-439-O08 assembly for uncultured prokaryote	PRJEB33281
GCA_902591205	AG-914-K21 assembly for uncultured prokaryote	PRJEB33281
GCA_902591215	AG-914-L03 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902591225	AG-914-I09 assembly for uncultured prokaryote	PRJEB33281
GCA_902591235	AG-439-M03 assembly for uncultured prokaryote	PRJEB33281
GCA_902591245	AG-914-J07 assembly for uncultured SAR116 cluster alpha proteobacterium	PRJEB33281
GCA_902591255	AG-439-M05 assembly for uncultured prokaryote	PRJEB33281
GCA_902591265	AG-914-I14 assembly for uncultured prokaryote	PRJEB33281
GCA_902591275	AG-439-O21 assembly for uncultured Prochlorococcus sp.	PRJEB33281
GCA_902591285	AG-439-O22 assembly for uncultured prokaryote	PRJEB33281
GCA_902591295	AG-439-P04 assembly for uncultured prokaryote	PRJEB33281
GCA_902591305	AG-914-J11 assembly for uncultured prokaryote	PRJEB33281
GCA_902591315	AG-914-K13 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902591325	AG-439-N21 assembly for uncultured Candidatus Actinomarina sp.	PRJEB33281
GCA_902591335	AG-439-P08 assembly for uncultured prokaryote	PRJEB33281
GCA_902591345	AG-439-O02 assembly for uncultured prokaryote	PRJEB33281
GCA_902591355	AG-914-K10 assembly for uncultured prokaryote	PRJEB33281
GCA_902591365	AG-914-K03 assembly for uncultured prokaryote	PRJEB33281
GCA_902591375	AG-914-K07 assembly for uncultured prokaryote	PRJEB33281
GCA_902591385	AG-439-N22 assembly for uncultured prokaryote	PRJEB33281
GCA_902591395	AG-914-J04 assembly for uncultured prokaryote	PRJEB33281
GCA_902591405	AG-914-K05 assembly for uncultured prokaryote	PRJEB33281
GCA_902591415	AG-439-N16 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902591425	AG-914-M08 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902591435	AG-914-M07 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902591445	AG-914-M09 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902591455	AG-439-P17 assembly for uncultured prokaryote	PRJEB33281
GCA_902591465	AG-914-M06 assembly for uncultured prokaryote	PRJEB33281
GCA_902591475	AG-914-K08 assembly for uncultured prokaryote	PRJEB33281
GCA_902591485	AG-447-A02 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902591495	AG-439-P13 assembly for uncultured Pseudohongiella sp.	PRJEB33281
GCA_902591505	AG-914-N14 assembly for uncultured prokaryote	PRJEB33281
GCA_902591515	AG-447-A17 assembly for uncultured prokaryote	PRJEB33281
GCA_902591525	AG-914-M16 assembly for uncultured prokaryote	PRJEB33281
GCA_902591535	AG-447-A19 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902591545	AG-914-O04 assembly for uncultured SAR86 cluster bacterium	PRJEB33281
GCA_902591555	AG-447-B04 assembly for uncultured prokaryote	PRJEB33281
GCA_902591565	AG-914-O05 assembly for uncultured SAR86 cluster bacterium	PRJEB33281
GCA_902591575	AG-914-N21 assembly for uncultured prokaryote	PRJEB33281
GCA_902591585	AG-447-B06 assembly for uncultured prokaryote	PRJEB33281
GCA_902591595	AG-914-L23 assembly for uncultured prokaryote	PRJEB33281
GCA_902591605	AG-914-J21 assembly for uncultured prokaryote	PRJEB33281
GCA_902591615	AG-914-N19 assembly for uncultured prokaryote	PRJEB33281
GCA_902591625	AG-914-J18 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902591635	AG-439-N09 assembly for uncultured prokaryote	PRJEB33281
GCA_902591645	AG-439-O23 assembly for uncultured Verrucomicrobiota bacterium	PRJEB33281
